nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles	img_url_asset
nm0093271	Craig Bolotin	1954		writer,director,producer	tt0096933,tt2726560,tt0086759,tt0096035	
nm0093361	Heinrich Bolten-Baeckers	1871	1938	producer,director,writer	tt3894936,tt7489836,tt0356802,tt4723266	
nm0093605	Lucio Bompani			production_manager,producer,miscellaneous	tt0077864,tt0095975,tt0062940,tt0063482	
nm0093606	Barthélémy Bompard			actor,director,writer	tt0341331,tt0098986,tt2979006,tt0241890	
nm0094088	Boris Bondarenko	1940		cinematographer,camera_department	tt0168111,tt5159420,tt0089721,tt0085723	
nm0094620	Héctor Bonilla	1939	2022	actor,director,writer	tt0295450,tt0076374,tt0098214,tt0070387	https://image.tmdb.org/t/p/{width_variable}/hJLMHwbFgh25yvSw0IgqQAC2Nco.jpg
nm0094625	Jesús Bonilla	1955		actor,director,writer	tt0119974,tt0124958,tt0357991,tt0362372	https://image.tmdb.org/t/p/{width_variable}/sRbDlpCYqMVaw73bvTraBb5VtTS.jpg
nm0094663	Claude Bonin			producer,writer,production_manager	tt0106931,tt0090648,tt0091785,tt0264557	
nm0094730	Claudio Bonivento	1950		producer,director,writer	tt0097870,tt5746178,tt0108059,tt1517805	https://image.tmdb.org/t/p/{width_variable}/v3f5U5AuXDB4oG8RSs8BJxk5SVw.jpg
nm0094986	Stéphane Bonnet			actor	tt0100866,tt1064976,tt0100428,tt0099283	https://image.tmdb.org/t/p/{width_variable}/4Liq3zQjOrzqDxq0rkALpXgeCT3.jpg
nm0095755	Marlene Booth	1948		producer,director	tt0185026,tt1542028,tt0089043,tt2498308	
nm0095793	Robert Brodie Booth			writer,actor,miscellaneous	tt0198286,tt0093496,tt0100300,tt0139064	
nm0095966	Arianne Borbach	1962		actress,miscellaneous	tt0174870,tt0376966,tt0497289,tt0371376	https://image.tmdb.org/t/p/{width_variable}/x5U7Pve033SXQF5uL1xjmm9SDrE.jpg
nm0096149	Michael Sweney			assistant_director,location_management,miscellaneous	tt0099004,tt0176357,tt0081398,tt0086465	
nm0096501	Nelly Borgeaud	1931	2004	actress,soundtrack	tt0078338,tt0076155,tt0098534,tt0064990	https://image.tmdb.org/t/p/{width_variable}/kRp5lZ4yulhLGNxFVQecUYhJSLN.jpg
nm0096509	Peter Borgelt	1927	1994	actor	tt0806901,tt0123884,tt0125365,tt0806910	https://image.tmdb.org/t/p/{width_variable}/5iIKfF1qInBugqZcIR1K75SNIeN.jpg
nm0096774	Marcel Bories			actor	tt0097884	
nm0096844	Lev Borisov	1933	2011	actor	tt0350475,tt0052600,tt0075468,tt0051175	https://image.tmdb.org/t/p/{width_variable}/gloKCPpeIAjwr8g9HZDE5RY477X.jpg
nm0096947	Jacek Borkowski	1959		actor,soundtrack	tt1070703,tt0084549,tt0262975,tt0093547	https://image.tmdb.org/t/p/{width_variable}/j7l8uWLLqf3U94IWh91CCRe86F2.jpg
nm0097180	Aleksandr Borodyanskiy	1944		writer,actor,director	tt2318405,tt0148059,tt0262329,tt0108172	https://image.tmdb.org/t/p/{width_variable}/je8V23RYOrtRpgioUdOUAQN6qoc.jpg
nm0097427	Ricard Borràs			actor	tt0338623,tt0297174,tt0231040,tt4494774	https://image.tmdb.org/t/p/{width_variable}/2c6z7IC6zRLoNR2cToFQ18E1Sbb.jpg
nm0097451	Helga Borsche	1939		editor,director,editorial_department	tt0099445,tt0077479,tt0102282,tt0090996	
nm0097454	Margret Borsche			editor	tt0889258,tt0251519,tt0094661,tt0126743	
nm0097541	Vladimir Bortko	1946		director,writer,producer	tt0366028,tt3152000,tt0137432,tt0403783	https://image.tmdb.org/t/p/{width_variable}/h1U1tajFjGyPSJRK5imXlKU0mnt.jpg
nm0097721	Birgitt Bosboom			editor	tt0094524,tt0112239,tt0806910,tt0464005	
nm0098327	Andy Boswell			actor,art_department,special_effects	tt1885235,tt1456964,tt1217259,tt2017109	
nm0098390	Oldrich Bosák	1922	1996	production_designer,art_director,art_department	tt0124888,tt0067464,tt0060802,tt0070832	
nm0098456	Juan Botella	1961		art_director,production_designer,set_decorator	tt0103791,tt0115949,tt0962709,tt0293191	
nm0098709	Juan Diego Botto	1975		actor,director,writer	tt0115850,tt6334354,tt12306964,tt0103594	https://image.tmdb.org/t/p/{width_variable}/bW4Tfc5XOq0DzElgJrkepHGzoOg.jpg
nm0098918	Michel Bouchard			art_department,writer,director	tt0253353,tt0269968,tt0227445,tt0269951	
nm0099276	Férid Boughedir	1944		director,writer,actor	tt0114775,tt0302385,tt4153052,tt0090665	https://image.tmdb.org/t/p/{width_variable}/53hqwxWDK5WR2cgDe983wNwteDd.jpg
nm0099277	Selim Boughedir			actor	tt0090665	https://image.tmdb.org/t/p/{width_variable}/rKTA1pltcjk5h1PF16AZHYCZrim.jpg
nm0099371	Evelyne Bouix	1953		actress	tt0115638,tt0085477,tt0092130,tt0084340	https://image.tmdb.org/t/p/{width_variable}/jFciG9VgOybIcozhDSHXMD4tIFk.jpg
nm0099384	Michel Boujut	1940	2011	producer,writer,director	tt0097893,tt0341718,tt0071842,tt9074082	
nm0100525	Nouri Bouzid	1945		writer,director,actor	tt0125003,tt0340910,tt0976145,tt0091470	https://image.tmdb.org/t/p/{width_variable}/bR39LfzgtY9o5Yw5x1PzSzDFS54.jpg
nm0101208	Norman Bowler	1932		actor	tt0054518,tt0065922,tt0068069,tt1868096	https://image.tmdb.org/t/p/{width_variable}/tHEkr21iYLUgoNaQQKPE4xtmAmg.jpg
nm0102074	Markley Boyer			composer,miscellaneous	tt3745086,tt0096254	
nm0102118	Craig Boyett			actor	tt0095745	
nm0102195	Billy Boyle	1945		actor,soundtrack	tt0072684,tt0097166,tt2191715,tt0164247	https://image.tmdb.org/t/p/{width_variable}/qOaXP5lGhCUkqnZjApNz6fPe9B6.jpg
nm0103231	Gary Bradley			editor,editorial_department,visual_effects	tt0159876,tt0176357,tt6411322,tt1019690	
nm0103655	Jordan Brady	1964		actor,producer,director	tt3883282,tt8080484,tt0179769,tt10441712	
nm0103909	Tony Bragg			camera_department,cinematographer	tt1401149,tt1998944,tt0096651,tt0297625	
nm0104418	Paulo Branco	1950		producer,actor,miscellaneous	tt1480656,tt8439860,tt20259142,tt6763252	https://image.tmdb.org/t/p/{width_variable}/fts6IfqRE5xZuZB3iN6yeKNzfhd.jpg
nm0104593	Karl Brandenburg			editor,editorial_department,sound_department	tt0107037,tt0094688,tt0092145,tt0090381	
nm0104710	Michael Brandner	1951		actor	tt0363163,tt0355149,tt0115088,tt2177771	https://image.tmdb.org/t/p/{width_variable}/bkQabOS0UuvOvNcOOvEG0C1st0C.jpg
nm0104749	Cory Brandon			camera_department,art_director,art_department	tt0091501,tt0096038,tt0137699,tt0152384	
nm0105308	Ulf Brantås	1957		cinematographer,camera_department,assistant_director	tt5269594,tt3750872,tt0995832,tt0203166	https://image.tmdb.org/t/p/{width_variable}/5vTlsBTvgZEehez01mP81MlGnc2.jpg
nm0105636	Andy Brauer	1945		composer,writer	tt0424299,tt0077169,tt0082897,tt0098181	
nm0105640	Charles Brauer	1935		actor	tt0229168,tt0108777,tt0038646,tt0806910	https://image.tmdb.org/t/p/{width_variable}/pmzsKoimIu9ZaUfCyuJF1BJb0da.jpg
nm0106387	Rossano Brazzi	1916	1994	actor,writer,soundtrack	tt0046754,tt0047580,tt0052225,tt0064505	https://image.tmdb.org/t/p/{width_variable}/qEpEMTG9gKN5D8ZpCfoQzd2kMFc.jpg
nm0106601	Gösta Bredefeldt	1935	2010	actor,soundtrack	tt0096717,tt1634549,tt0069423,tt1132620	https://image.tmdb.org/t/p/{width_variable}/1oPiTHh6dP3QDtVHwuImHUMR4FN.jpg
nm0106924	Catherine Breillat	1948		writer,director,actress	tt0243255,tt0299594,tt1721683,tt0348529	https://image.tmdb.org/t/p/{width_variable}/iWFsPdo438E79ZNxleNjxK374NI.jpg
nm0106937	Fred Breinersdorfer	1946		writer,producer,director	tt1287357,tt0099728,tt0297949,tt0426578	
nm0107167	Ferdi Brendgen			composer,sound_department,music_department	tt0105266,tt0096767,tt4378688,tt0096049	
nm0107175	Julia Brendler	1975		actress	tt0218141,tt0478163,tt0240457,tt7949022	https://image.tmdb.org/t/p/{width_variable}/6sY8Ol76P22hdTMamDcIomZRilb.jpg
nm0107386	Robert Brennan			writer	tt0077008,tt0108983,tt0096954,tt0094511	
nm0107950	Jeremy Brett	1933	1995	actor,soundtrack	tt0095330,tt0049934,tt0685628,tt0058385	https://image.tmdb.org/t/p/{width_variable}/g6HJeezMyQWcRQvuxF4Ow1NZWqr.jpg
nm0108032	Marita Breuer	1953		actress	tt0203632,tt0087400,tt0120883,tt0810894	https://image.tmdb.org/t/p/{width_variable}/dv6jHPrXhbJU20kgvIarAsT86Lm.jpg
nm0108041	Torsten Breuer			cinematographer,composer,camera_department	tt0384369,tt0118682,tt1063669,tt1692504	
nm0108066	Robert Breuler	1948		actor	tt0176357,tt0181945,tt0455275,tt0115988	
nm0108315	Maia Brewton	1977		actress,soundtrack	tt0092513,tt0098792,tt0088763,tt0098888	https://image.tmdb.org/t/p/{width_variable}/w10sqQx1ANA2KFwYc37gS4Kl8Up.jpg
nm0108348	Leonid Brezhnev	1906	1982		tt0397176,tt13884326,tt13178698,tt14130644	https://image.tmdb.org/t/p/{width_variable}/8GJF8aNEGhwHx2RzI4ZYHnFegHA.jpg
nm0108513	Lauren Brice	1962	2015	actress	tt0276092,tt0211332,tt0144342,tt0148955	https://image.tmdb.org/t/p/{width_variable}/emq8F2FY7KbZWvk5ado5WLVQqp2.jpg
nm0109131	Alfred Lucchetti	1934	2011	actor,miscellaneous	tt1322959,tt0081823,tt0082039,tt0297174	https://image.tmdb.org/t/p/{width_variable}/1aY1H8d0jNo8W0TlXDNySea6iJ3.jpg
nm0109699	Simon Brint	1950	2011	composer,music_department,actor	tt0092944,tt0092355,tt1033643,tt0126159	https://image.tmdb.org/t/p/{width_variable}/wMxjeyYqqNuC61fZTIUWWfXh4Yz.jpg
nm0110139	Tony Britten			composer,music_department,director	tt7718310,tt1792085,tt4440040,tt2543298	https://image.tmdb.org/t/p/{width_variable}/6H0eOdrATHalkmIhIu1sWZd67TK.jpg
nm0110258	Klaus Brix	1941		cinematographer,camera_department,actor	tt0094524,tt0806910,tt1157603,tt0846838	
nm0110496	Martine Brochard	1944		actress	tt0076360,tt0071537,tt0198482,tt0098063	https://image.tmdb.org/t/p/{width_variable}/e8OYfSRNm1fz0t5nYgXNm53PyiF.jpg
nm0111177	Fred Brogger			writer	tt0097115	
nm0111180	Mark Brogger			writer	tt0097115	
nm0111527	Michael Bronson			producer,miscellaneous,executive	tt0176357,tt0159876,tt0335704,tt2042634	
nm0112533	Claude Brosset	1943	2007	actor	tt0220212,tt0464913,tt0079477,tt0173594	https://image.tmdb.org/t/p/{width_variable}/u2TEqxC1TwE7WdxYIXkrYTZi9Tf.jpg
nm0112562	Ingrid Broszat			editor	tt0111652,tt0208190,tt0075279,tt0806910	
nm0112805	Sophie Broustal			actress	tt0109362,tt0109682,tt0871848,tt1465518	https://image.tmdb.org/t/p/{width_variable}/v3snHMZpPlfO33cPe36o4uGScSC.jpg
nm0114422	Peter Brown	1935	2016	actor,soundtrack,producer	tt0058267,tt0051519,tt1091722,tt0071517	https://image.tmdb.org/t/p/{width_variable}/f2NSJ5tgekVyGYw5gvczeiIE1Jx.jpg
nm0115185	Kirk Browning	1921	2008	director,producer,assistant_director	tt0176357,tt0159876,tt0220822,tt0335704	https://image.tmdb.org/t/p/{width_variable}/sqqMIpAeowuV9dFVYHmgeocOGMr.jpg
nm0115327	Burkhard Brozat			composer,soundtrack	tt0096695,tt0097525	
nm0115328	Jirí Brozek	1947		editor,actor,editorial_department	tt0342844,tt0163019,tt0104643,tt0427873	
nm0115379	Debbie Brubaker			producer,production_manager,camera_department	tt10888878,tt5688932,tt2334873,tt7087260	https://image.tmdb.org/t/p/{width_variable}/dn6Unr3rCk6SIAWyLZuHnedv4h4.jpg
nm0115551	Mona Bruce	1924	2008	actress,writer	tt0165593,tt0441950,tt0159226,tt0063895	https://image.tmdb.org/t/p/{width_variable}/5y3nLY1uiKba3QgxGawp8wS3szE.jpg
nm0115720	Georg Brueckner			actor	tt0097525	
nm0115763	Paul M. van Brugge	1959		composer,music_department	tt0424786,tt0247303,tt0296915,tt1675307	https://image.tmdb.org/t/p/{width_variable}/nPtwxpAODX2RuWKaI1jLUQtNwul.jpg
nm0115797	Achille Brugnini			actor	tt5096470,tt0092298,tt0117364,tt8404614	https://image.tmdb.org/t/p/{width_variable}/mnIj0TNKLZQ1cJyw9Ua8yYWFW0S.jpg
nm0115874	Pierre Brulatour			actor	tt0118745,tt0101514,tt0088863,tt0098998	
nm0116146	Jeff Bruner			composer,actor	tt0415307,tt0206754,tt0098998,tt0212740	
nm0116253	Irene Brunhöfer			editor,editorial_department	tt0131686,tt0806910,tt1157603,tt0274219	
nm0116342	Karlheinz Brunnemann	1927	2013	producer,miscellaneous,sound_department	tt0069302,tt0112080,tt0054939,tt0065656	
nm0117391	Vladimir Brylyakov	1958		cinematographer,camera_department,miscellaneous	tt2455036,tt0090371,tt0101003,tt0196228	https://image.tmdb.org/t/p/{width_variable}/whgvgzEcSZlVQTwK0MLplZ3ThFo.jpg
nm0117770	Chico Buarque	1944		music_department,composer,soundtrack	tt1615160,tt0457076,tt0186256,tt0290350	https://image.tmdb.org/t/p/{width_variable}/uD11UmjyX21UnLg4HSeyrQ6QOow.jpg
nm0117814	István Bubik	1958	2004	actor	tt0145503,tt0096704,tt0826783,tt0388563	
nm0118190	Martin Buchhorn	1944		producer,director,script_department	tt0094524,tt0109104,tt0127263,tt0806910	
nm0118209	James Buchli	1945			tt0099158	
nm0118345	Detlev Buck	1962		actor,director,writer	tt1802810,tt0102190,tt1368443,tt0117135	https://image.tmdb.org/t/p/{width_variable}/wYHmjGNkW4Am9JOtaEIqI7RFRpD.jpg
nm0118723	Tara Buckman	1956		actress,stunts,miscellaneous	tt0100975,tt0401696,tt0088117,tt0082136	https://image.tmdb.org/t/p/{width_variable}/aIijZLD4ANtUyoQ1QjH2VlWQhbb.jpg
nm0118940	Angela Buddecke	1957		actress	tt0092004,tt0097280,tt0164997,tt0806910	
nm0119593	Traugott Buhre	1929	2009	actor	tt1726618,tt1189047,tt0187696,tt0807035	https://image.tmdb.org/t/p/{width_variable}/tcAx6jCeQufFQ2c6f7zhC8xQBqS.jpg
nm0119653	José Buil	1953		writer,editor,director	tt0280015,tt6777394,tt0097738,tt0123159	
nm0119655	Pía Buil			actress	tt0103705,tt0123159,tt0095831	
nm0119785	Bobby Bukowski	1953		cinematographer,camera_department,miscellaneous	tt0357507,tt0790712,tt0137363,tt4781612	
nm0119800	Michael Bukowsky	1944		actor	tt0924175,tt0806910,tt1258242,tt1087545	
nm0119874	James Bulleit		2018	actor,producer	tt0106519,tt0094291,tt0145681,tt0119008	
nm0120317	Henry Bumstead	1915	2006	art_director,production_designer,actor	tt0052357,tt0418689,tt0327056,tt0070735	https://image.tmdb.org/t/p/{width_variable}/9LNlUwgohfYrNanX6sjy5ubbIbk.jpg
nm0120478	Roman Bunka	1951	2022	composer	tt0806910,tt0336350,tt0144106,tt0114103	
nm0120906	Jirí Burda	1956		actor,writer,miscellaneous	tt0098116,tt0103934,tt0256676,tt0288330	
nm0121166	Robert Burge			director,producer,writer	tt0110065,tt0112804,tt0092150,tt0097655	
nm0121167	Roy Burge			sound_department,editorial_department,editor	tt0089941,tt0075968,tt0076221,tt0079871	
nm0121335	Peter Burgess			sound_department,editorial_department,editor	tt7126948,tt0110500,tt0086541,tt0081455	
nm0121521	Pino Buricchi			producer,writer,director	tt0289596,tt0075115,tt0103789,tt0116068	
nm0121755	Kathy Burke	1964		actress,script_department,director	tt0205177,tt0127536,tt1340800,tt0167599	https://image.tmdb.org/t/p/{width_variable}/q3z7nP1ryyGuwixShrBmghcmm0F.jpg
nm0122214	Wolfgang Burmann	1940		set_decorator,production_designer,art_department	tt0093840,tt0113083,tt0125659,tt0117883	
nm0122215	Hussain A. Burmawala			editor,editorial_department	tt0104605,tt0278291,tt0418460,tt0106333	
nm0122216	Abbas Alibhai Burmawalla			director,producer,actor	tt1375789,tt0211634,tt0106333,tt0326576	https://image.tmdb.org/t/p/{width_variable}/yeY7Lg7mTxjsI9uKiGic1PDZQlS.jpg
nm0122217	Mastan Alibhai Burmawalla			director,producer,actor	tt0326576,tt0106333,tt1375789,tt0211634	https://image.tmdb.org/t/p/{width_variable}/ijfDaLuFp5s6Xtln06XwMZiUpRp.jpg
nm0122780	Mark Burns	1936	2007	actor	tt0070198,tt0075882,tt0486655,tt0053804	
nm0122900	Timothy Burns	1943	2018	miscellaneous,writer,actor	tt0081930,tt0090498,tt0112045,tt0068067	
nm0122972	Aleksandr Burov	1958		cinematographer,actor,camera_department	tt0246119,tt1692091,tt0108338,tt1034427	https://image.tmdb.org/t/p/{width_variable}/zUpIrX9VoCiGSxALRaSn2sGROv.jpg
nm0123221	William S. Burroughs	1914	1997	writer,actor,soundtrack	tt0086409,tt0102511,tt0097240,tt0363589	https://image.tmdb.org/t/p/{width_variable}/wLNshQmdpMMVcSY1tKglZgfLNrQ.jpg
nm0123363	Dan Burstall	1951		cinematographer,director,camera_department	tt0219457,tt0138785,tt0086804,tt0137381	
nm0123396	Sylvain Bursztejn			producer,writer	tt0794374,tt0810954,tt0103969,tt3547726	
nm0123785	Ben Burtt	1948		sound_department,miscellaneous,editor	tt0076759,tt0120915,tt0910970,tt1650062	https://image.tmdb.org/t/p/{width_variable}/16OhOb7WngOi4WOnGpRpbDSzYnd.jpg
nm0123885	Anthony Busbridge	1932		camera_department,cinematographer	tt0094699,tt0098172,tt0097207,tt0063946	
nm0123981	Hans-Erich Busch	1945		production_manager,producer	tt0119026,tt0073147,tt0328707,tt0117729	
nm0125215	Billy Butt			composer	tt11676096,tt3679304,tt0092926,tt0202022	
nm0125367	Jörg Buttgereit	1963		director,writer,actor	tt0108053,tt3290482,tt1323908,tt0115243	https://image.tmdb.org/t/p/{width_variable}/7mWcREHlwk3ZoAO70j1sErU8ke9.jpg
nm0125461	Viktor Buturlin	1946	2022	director,writer,actor	tt0192936,tt0098495,tt0086908,tt0093905	
nm0125533	Sarah Buxton	1965		actress,producer	tt0960731,tt0118484,tt1186370,tt0092325	https://image.tmdb.org/t/p/{width_variable}/z99KUsJihhzsc4c9k2HSAI6kIWZ.jpg
nm0125540	Margherita Buy	1962		actress,writer,soundtrack	tt0100686,tt3013610,tt0274497,tt0887732	https://image.tmdb.org/t/p/{width_variable}/4IonIHM7kRU9uHdg8ujJT9Rjg56.jpg
nm0125657	Silvana Buzzo			writer,actress	tt0098070,tt0204687,tt0082830,tt0152185	
nm0125728	Anton Bychkov			producer,actor,director	tt0098405,tt13550802,tt0273961,tt0228223	
nm0125909	Rolan Bykov	1929	1998	actor,director,writer	tt0091759,tt0085335,tt0060083,tt0060107	https://image.tmdb.org/t/p/{width_variable}/y5glWWySA61CeGk9kWA6CZkMG4J.jpg
nm0126646	Helga Bähr	1948		producer	tt0097861,tt0118653,tt0102282,tt0236343	
nm0126651	Dietmar Bär	1961		actor	tt1767321,tt0112239,tt0806910,tt1342141	https://image.tmdb.org/t/p/{width_variable}/9dOluGXqEKxNs1JMQT8nxZMiFjt.jpg
nm0127030	Franz Boehm	1938	1989	actor	tt0256554,tt0080709,tt0094684,tt0806910	
nm0127067	Wolfgang Böhmer	1959		composer,actor	tt0981086,tt0806910,tt0363036,tt0281339	
nm0127097	Klara Bölöni			actress	tt0097566	
nm0127137	Johannes Boesiger	1962		producer,script_department,writer	tt0104614,tt2128527,tt0109356,tt10014838	
nm0127158	Jürgen Böttcher	1931		director,writer,editor	tt0059325,tt0347048,tt0416961,tt0128334	https://image.tmdb.org/t/p/{width_variable}/zzgq3s7shKd6zIabGIIG3s7afxq.jpg
nm0127178	Steffen Böttrich			cinematographer,camera_department	tt0117562,tt0893502,tt0889258,tt0326706	
nm0127923	Berta Cabré			actress	tt0081823,tt0083723,tt0082014,tt0081709	https://image.tmdb.org/t/p/{width_variable}/pJiMw8sbMlvBJDfxMwSQXaiyUeP.jpg
nm0128052	Pino Cacucci			writer	tt0105188,tt0203869,tt0114862,tt0119794	
nm0128455	Joe Caffrey	1967		actor	tt0084987,tt0241383,tt5816682,tt0137346	
nm0128880	Sharon Kane	1956		actress,miscellaneous,composer	tt0284080,tt0183889,tt1161967,tt0290610	https://image.tmdb.org/t/p/{width_variable}/u0itliFPuRNoIPNxWaznTKG3iwm.jpg
nm0129028	Silvio Caiozzi	1944		director,writer,editor	tt0100075,tt0433913,tt0179137,tt0076247	https://image.tmdb.org/t/p/{width_variable}/19DO1o10TVKhqkGHUvt65FvLj0X.jpg
nm0129564	Sergio Calderón	1945	2023	actor	tt0119654,tt0970866,tt0963794,tt0449088	https://image.tmdb.org/t/p/{width_variable}/nzzxespfHZQbXcE733Dy88SIkKF.jpg
nm0129816	John Cale	1942		soundtrack,composer,actor	tt0393109,tt0475394,tt0163978,tt0144084	https://image.tmdb.org/t/p/{width_variable}/wUidKhZJlXeYg1OMtrLvSrZFOoD.jpg
nm0129827	Ruth Caleb	1942		producer,miscellaneous,production_manager	tt0263181,tt0765443,tt0258761,tt0297625	
nm0129962	Marisa Calia			script_department,assistant_director,writer	tt0205884,tt0096797,tt0189551,tt0073406	
nm0130040	Hortense Calisher	1911	2009	writer	tt0176357	
nm0130808	James Calvert	1967		actor,sound_department,miscellaneous	tt0083470,tt0091223,tt0203946,tt0111937	
nm0131440	Cameo	1965		actress	tt0137737,tt0134846,tt0147659,tt0189719	https://image.tmdb.org/t/p/{width_variable}/zWQHFYLwicYZGVXFGcp3HynK1X.jpg
nm0131472	Jo Cameron Brown			miscellaneous,actress,writer	tt0451279,tt1074638,tt0289043,tt0800241	https://image.tmdb.org/t/p/{width_variable}/32FgghlYKhLVom9RCR1eucdfgKQ.jpg
nm0131717	Ross Cameron			producer	tt1273647,tt0097079	
nm0131840	Augusto Caminito	1939	2020	writer,producer,director	tt0062088,tt0099939,tt0062630,tt0155726	
nm0131966	Bill Camp	1964		actor,director,writer	tt2024544,tt7599146,tt2562232,tt5715874	https://image.tmdb.org/t/p/{width_variable}/yZFata0EVr7TbIAz8vZFyiDKDts.jpg
nm0132018	Wayne Camp			actor	tt0191085,tt0096825	
nm0132392	Dirk Campbell	1948		director,writer	tt0203249,tt0896228,tt0086688,tt5721172	
nm0132490	Graeme Campbell	1954		director,writer,assistant_director	tt0420416,tt0096177,tt0101680,tt0093270	
nm0132492	Grant Campbell			producer,assistant_director,director	tt0211483,tt0243554,tt0345110,tt1685403	https://image.tmdb.org/t/p/{width_variable}/eCfEhs4VlVxv3fyNGLkbohbzbJA.jpg
nm0133049	Cris Campion	1966		actor,director,writer	tt0337590,tt0091757,tt0092739,tt0126737	https://image.tmdb.org/t/p/{width_variable}/5mtmigX1uo9rC9G7ItRmpLl9ELJ.jpg
nm0133357	Eduardo Campoy	1955		producer,director,assistant_director	tt0205843,tt0082202,tt0839976,tt0127368	
nm0134073	Enzo Cannavale	1928	2011	actor	tt0135740,tt0095765,tt0076544,tt0073726	https://image.tmdb.org/t/p/{width_variable}/qKTBcs4UEwBhZIeYBpVcDjZVJKg.jpg
nm0134520	Kieran Canter			actor	tt0126288,tt0157532,tt0125832,tt2414698	https://image.tmdb.org/t/p/{width_variable}/o3rN7kuoBayqK3J8wFJHIanxGQ5.jpg
nm0135199	Cathy Caplan			editor,director	tt0099028	
nm0135470	James Cappe			producer,script_department,writer	tt0098987,tt0101073,tt0115317,tt0170982	
nm0135629	Herson Capri	1952		actor,director,writer	tt0290350,tt1845515,tt6231970,tt7825208	https://image.tmdb.org/t/p/{width_variable}/jSiooyHkI3GeVqqALRN7m5ZCT4F.jpg
nm0135666	Debora Caprioglio	1968		actress	tt0111222,tt0115494,tt0098052,tt0098063	https://image.tmdb.org/t/p/{width_variable}/6LphVHv5z7EnsaaqbWfABsVwhHG.jpg
nm0136603	Patricia Cardoso			director,producer,writer	tt4419214,tt10329042,tt0296166,tt8778064	https://image.tmdb.org/t/p/{width_variable}/f0BkM7D2XrVL5rcKflLhKBRfucy.jpg
nm0136642	Ivan Cardoso	1952		director,producer,writer	tt0084650,tt12920986,tt0091899,tt0088092	https://image.tmdb.org/t/p/{width_variable}/tlbS7GHffmjVHEGYWh7kCLOwd76.jpg
nm0136772	Carlos Cardán	1932	2016	actor	tt0060379,tt0063488,tt0191705,tt0251763	https://image.tmdb.org/t/p/{width_variable}/tKVaLrbMmK20PMaf8xmf2TasUWL.jpg
nm0137165	Daniel Carillo			miscellaneous,producer,production_manager	tt0097318,tt0076886,tt0068801,tt0074585	
nm0137627	Jodi Carlisle	1960		actress,sound_department,miscellaneous	tt1703874,tt0203265,tt4513674,tt0410975	https://image.tmdb.org/t/p/{width_variable}/aSthDn8AHUxZPBYgqEbXmJRYqKw.jpg
nm0138414	Yuval Carmi			actor	tt0098993,tt0288346,tt0151326,tt0143626	
nm0138966	Jean Carol			actress,producer	tt0044265,tt4052886,tt1024648,tt0323463	
nm0139141	Michel Caron	1946		camera_department,cinematographer,producer	tt0269375,tt0105317,tt0120802,tt0282552	
nm0139410	Marc Carpenter			writer	tt0096825	
nm0139584	Adrian Carr	1952		editor,director,actor	tt0090555,tt0171606,tt0447874,tt7433720	
nm0140237	Amat Carreras			editor,editorial_department	tt0082984,tt0091017,tt0435091,tt3382574	
nm0140327	José María Carreño	1943	1996	writer,director,actor	tt1332900,tt1176775,tt0182669,tt0098050	
nm0140351	Robert Carricart	1917	1993	actor	tt0057765,tt0060030,tt0052522,tt0060036	https://image.tmdb.org/t/p/{width_variable}/gPlhmRMEYDlFiMigtTZ7vLKJxY7.jpg
nm0140439	Camille Carrigan			actress	tt7134632,tt0097775,tt0097726,tt0099572	
nm0140643	Jean-Claude Carrière	1931	2021	writer,actor,director	tt0068361,tt0096332,tt0263866,tt0056066	https://image.tmdb.org/t/p/{width_variable}/nAOapiT1Qv40MttP7Cu5hhcefhz.jpg
nm0140731	Anne Carroll	1940	2018	actress	tt0112702,tt0047728,tt0272152,tt0092636	https://image.tmdb.org/t/p/{width_variable}/zyLcqu4yfz4oPwlCZEmX4aYFAE8.jpg
nm0140848	Janet Carroll	1940	2012	actress,soundtrack	tt0141098,tt0086200,tt0097328,tt0278435	https://image.tmdb.org/t/p/{width_variable}/2HSNIB1kHTlxxQzWySjY0vRH0Me.jpg
nm0141451	Alice Carter			actress,producer,director	tt2431992,tt0097458,tt0096487,tt0046593	https://image.tmdb.org/t/p/{width_variable}/irVzx1XiNU4yvgfZ9PpbHWmmVN.jpg
nm0141572	Deborah Carter			editorial_department,producer	tt0104027,tt0097057	
nm0142033	François Cartier			actor,writer	tt0088927,tt0103198,tt0082763,tt0809273	
nm0142068	Sylvain Cartigny			actor,composer	tt0099034,tt0489460	
nm0142179	Jim Cartwright	1958		actor,writer,director	tt2341669,tt0147004,tt2394340,tt0350386	
nm0142270	Alessio Caruso	1961		actor	tt0325011,tt1047931,tt0874959,tt0434845	
nm0142517	Hugo Carvana	1937	2014	actor,writer,director	tt0097111,tt0085216,tt0143972,tt0379174	https://image.tmdb.org/t/p/{width_variable}/faHPUwyaNBV6w5Mcm4w4qwNTrJj.jpg
nm0142667	Marzio Casa	1955		assistant_director,writer,director	tt0084416,tt0102366,tt1261045,tt0098070	
nm0143107	Carlos Cascales			producer,production_manager	tt0091788,tt0094251,tt0090796,tt0091640	
nm0143150	Salvatore Cascio	1979		actor	tt0095765,tt0100681,tt0104103,tt0104540	https://image.tmdb.org/t/p/{width_variable}/6bg9xuVF0sOyZu0cCaDKSjOleOW.jpg
